Index,ImageURL
15,https://www.shutterstock.com/image-photo/multicultural-business-team-meeting-outdoors-600nw-2527974035.jpg
16,https://freerangestock.com/sample/42479/group-of-people-standing-around-a-bar.jpg
17,https://images.pexels.com/photos/16228283/pexels-photo-16228283/free-photo-of-people-sitting-at-the-bar-counter.jpeg?auto=compress&cs=tinysrgb&w=1260&h=750&dpr=1
18,https://st2.depositphotos.com/1006542/46406/i/1600/depositphotos_464064644-stock-photo-two-male-friends-drink-fresh.jpg
19,https://as1.ftcdn.net/jpg/04/49/17/56/1000_F_449175608_zTHNN2PCN9Wt5kzBvVe9fmQ6zZrZOxfb.jpg
20,https://media.gettyimages.com/id/186616372/photo/happy-couple-clubbing.jpg?s=612x612&w=gi&k=20&c=rNnlq5IkDGKN83Ghb0XETK_eeIA4F3xkjpXmdZ_A2ro=
21,https://c8.alamy.com/comp/R04JD3/diverse-group-of-people-drinking-together-in-a-trendy-bar-R04JD3.jpg
22,https://thumbs.dreamstime.com/b/young-people-drinking-cocktails-bar-restaurant-28557670.jpg
23,https://media.istockphoto.com/id/1367352845/photo/back-view-of-four-young-men-drinking-beer.jpg?s=612x612&w=0&k=20&c=L5avCHYWa3v_81mtFD-J43RMa9HTlMo9Z8TvCwg-t3o=
24,https://media.istockphoto.com/id/1367352845/photo/back-view-of-four-young-men-drinking-beer.jpg?s=612x612&w=0&k=20&c=L5avCHYWa3v_81mtFD-J43RMa9HTlMo9Z8TvCwg-t3o=
25,https://previews.123rf.com/images/lacheev/lacheev2003/lacheev200300339/142946259-friends-with-glasses-of-beer-clinking-while-standing-at-a-bar-in-a-bar-pub-young-people-drink.jpg
26,https://t3.ftcdn.net/jpg/01/39/85/54/360_F_139855437_dM3uzsa9nM6nW5irWaso2AKRW520dRY6.jpg
27,https://media.gettyimages.com/id/656547458/photo/manning-the-bar.jpg?s=612x612&w=gi&k=20&c=MZHN6HPOJiYMQQg5HvOoOuyijoHZV_K6QBpcmRrfMxY=
28,https://www.shutterstock.com/image-photo/happy-young-multiracial-group-friends-600nw-2316079057.jpg
29,https://c8.alamy.com/comp/BPE9HC/people-at-the-vaca-veja-bar-and-restaurant-in-itaim-bibi-area-sao-BPE9HC.jpg
30,https://st4.depositphotos.com/15601592/24892/i/1600/depositphotos_248928414-stock-photo-portrait-two-drunk-businesspeople-sitting.jpg
31,https://previews.123rf.com/images/lacheev/lacheev2001/lacheev200100041/136902810-rear-view-friends-sitting-on-chairs-talking-at-the-bar-in-a-bar-young-people-spend-their-free-time.jpg
32,https://media.gettyimages.com/id/643821197/photo/group-of-friends-at-the-pub.jpg?s=612x612&w=gi&k=20&c=ahylUzUMDetPTxUI4ClkiKAw0Z_Xlya4nro67SI5J6M=
33,https://media.istockphoto.com/id/861257242/photo/discussing-different-types-of-beer.jpg?s=612x612&w=0&k=20&c=eb6WZUVzXqE947pKse_y3DhMMbYlmeZeHgiHMSLs1is=
34,https://thumbs.dreamstime.com/b/bar-people-cheer-raise-glasses-beer-to-celebrate-group-joyfully-raising-their-celebration-smiling-enjoying-328083365.jpg
35,https://www.shutterstock.com/image-photo/multiracial-group-friends-having-fun-600nw-1935434995.jpg
36,https://i.pinimg.com/474x/bd/72/93/bd72931ae85f1ca700e91592d19e9f22.jpg
37,https://c8.alamy.com/comp/2ATP4YT/a-high-angle-view-of-people-drinking-in-a-bar-2ATP4YT.jpg
38,https://media.gettyimages.com/id/2164617381/photo/quiet-contemplation.jpg?s=612x612&w=gi&k=20&c=a611bzAewKGE-3fyQoS6QuVYnSbVjTrVE14I0dm-Qvk=
39,https://previews.123rf.com/images/nyul/nyul1208/nyul120800312/14821347-portrait-of-happy-young-people-sitting-in-pub-drinking-beer-looking-at-camera-smiling.jpg
40,https://t4.ftcdn.net/jpg/01/36/55/99/360_F_136559916_gXcqY2ROcjVLh19AQrZ9WTmRZb1rNK7t.jpg
41,https://media.istockphoto.com/id/533705842/photo/young-couple-sitting-at-cafe-counter.jpg?s=612x612&w=0&k=20&c=o9F3A5JrHkOMVqDXMFgkZhe7QHIc4HPrLRmvXSOitIc=
42,https://c8.alamy.com/comp/2F7EETT/group-of-party-people-men-and-women-drinking-beer-in-a-pub-or-bar-2F7EETT.jpg
43,https://thumbs.dreamstime.com/b/people-friends-drinking-orange-juice-talking-laughing-sitting-bar-counter-mix-race-man-woman-couple-happy-smile-77588076.jpg
44,https://media.gettyimages.com/id/200440157-009/photo/group-of-adults-in-club.jpg?s=612x612&w=gi&k=20&c=lMpxAlXpidi8Ig57RR9rtl_8SbeQ4V0dhjxWSuDcEdY=
45,https://media.istockphoto.com/id/1254985108/photo/senior-couple-toasting-beer-in-a-bar.jpg?s=612x612&w=0&k=20&c=cTRA6SppRybqOGkAjA6-_mzQlYxHkecq3TSxSm0MwyA=
46,https://c8.alamy.com/comp/GMFFF4/people-sitting-at-the-bar-with-drinks-smiling-and-laughing-GMFFF4.jpg
47,https://c8.alamy.com/comp/GMFFF4/people-sitting-at-the-bar-with-drinks-smiling-and-laughing-GMFFF4.jpg
48,https://images.pexels.com/photos/22610383/pexels-photo-22610383/free-photo-of-alcohol-bottles-on-shelf-over-bar-counter.jpeg?auto=compress&cs=tinysrgb&dpr=1&w=500
49,https://www.shutterstock.com/shutterstock/photos/2101691149/display_1500/stock-photo-happy-friends-group-cheering-mojito-drinks-at-cocktail-bar-restaurant-young-people-having-fun-2101691149.jpg
